Welcome to the profile statistics browser.
cProfile.out% Wed Jan 15 17:53:44 2025    cProfile.out

         53266001 function calls (53251305 primitive calls) in 21.731 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      283    0.000    0.000    0.000    0.000 {built-in method sys.intern}
     1473    0.003    0.000    0.003    0.000 {built-in method posix.stat}
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
      112    0.002    0.000    0.002    0.000 {built-in method posix.getcwd}
       33    0.007    0.000    0.007    0.000 {built-in method posix.listdir}
        6    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
       37    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
       28    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
       35    0.000    0.000    0.000    0.000 {built-in method posix.close}
       19    0.000    0.000    0.000    0.000 {built-in method posix.write}
       29    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
     1856    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of 'posix.ScandirIterator' objects}
      215    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
      194    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
      180    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
     1423    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       28    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
     9617    0.010    0.000    0.010    0.000 {method 'search' of 're.Pattern' objects}
      440    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        5    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
       14    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
     5925    0.001    0.000    0.001    0.000 {method 'group' of 're.Match' objects}
       36    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       34    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
      109    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       18    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
       68    0.000    0.000    0.000    0.000 {built-in method _operator.index}
      276    0.000    0.000    0.000    0.000 {built-in method _operator.eq}
      312    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
      122    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       34    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
     1234    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
 1661/210    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
      155    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        4    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 {built-in method _signal.pthread_sigmask}
        6    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        6    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
      928    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        3    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
     1379    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
     1410    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
     1250    5.573    0.004    5.573    0.004 {method 'acquire' of '_thread.lock' objects}
      312    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
      313    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
     1716    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.lock' objects}
       33    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       33    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       60    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       41    0.001    0.000    0.001    0.000 {built-in method io.open}
      311    0.007    0.000    0.007    0.000 {built-in method io.open_code}
      351    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
        8    0.000    0.000    0.000    0.000 {method 'getbuffer' of '_io.BytesIO' objects}
      311    0.057    0.000    0.057    0.000 {method 'read' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        8    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
     1501    0.001    0.000    0.001    0.000 {method 'readline' of '_io.TextIOWrapper' objects}
       16    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        9    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/functools.py:946(__init__)
        9    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/functools.py:952(__set_name__)
     12/6    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/functools.py:961(__get__)
      710    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/types.py:176(__get__)
       14    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/re.py:222(split)
       60    0.000    0.000    0.009    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/re.py:249(compile)
       34    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/re.py:269(escape)
     6584    0.002    0.000    0.024    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/re.py:288(_compile)
      513    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/typing.py:137(_type_convert)
      498    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:12(_is_descriptor)
      629    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:22(_is_dunder)
      630    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:33(_is_sunder)
      630    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:44(_is_private)
       37    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:82(__init__)
      630    0.001    0.000    0.002    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:89(__setitem__)
       37    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:165(__prepare__)
       37    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:198(<dictcomp>)
       37    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:222(<setcomp>)
       75    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:245(<genexpr>)
       37    0.003    0.000    0.006    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:180(__new__)
     6558    0.003    0.000    0.004    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:359(__call__)
       37    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:423(__getattr__)
      374    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:446(<genexpr>)
       13    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:442(__iter__)
        8    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:451(__members__)
      708    0.001    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:470(__setattr__)
       10    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:483(_create_)
        7    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:553(<listcomp>)
       72    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:559(<lambda>)
        7    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:536(_convert_)
       37    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:569(_check_for_existing_members)
       84    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:590(_find_data_type)
       84    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:579(_get_mixins_)
       37    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:626(_find_new_)
     6548    0.001    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:678(__new__)
       21    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:724(_generate_next_value_)
        2    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:783(__hash__)
      334    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:796(name)
      376    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:801(value)
      259    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/sre_compile.py:81(_combine_flags)
 1134/215    0.002    0.000    0.005    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/sre_compile.py:87(_compile)
      176    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/sre_compile.py:265(_compile_charset)
        3    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:937(_missing_)
        3    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:947(_create_pseudo_member_)
        6    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:980(__or__)
      215    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:986(__and__)
      176    0.001    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/sre_compile.py:292(_optimize_charset)
        7    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:1049(<lambda>)
        3    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/enum.py:1026(_decompose)
       45    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/sre_compile.py:437(<listcomp>)
       45    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/sre_compile.py:435(_mk_bitmap)
        5    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/sre_compile.py:440(_bytes_to_codes)
      612    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/sre_compile.py:447(_simple)
       16    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/sre_compile.py:456(_generate_overlap_table)
      419    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/sre_compile.py:477(_get_iscased)
  226/209    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/sre_compile.py:485(_get_literal_prefix)
      193    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/sre_compile.py:516(_get_charset_prefix)
      215    0.000    0.000    0.002    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/sre_compile.py:560(_compile_info)
      430    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/sre_compile.py:619(isstring)
      215    0.000    0.000    0.007    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/sre_compile.py:622(_code)
      215    0.000    0.000    0.020    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/sre_compile.py:783(compile)
      215    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/sre_parse.py:76(__init__)
      885    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/sre_parse.py:82(groups)
      227    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/sre_parse.py:85(opengroup)
      227    0.000    0.000    0.001    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/sre_parse.py:97(closegroup)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/sre_parse.py:99(checkgroup)
        1    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/sre_parse.py:102(checklookbehindgroup)
     1159    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/sre_parse.py:112(__init__)
     2611    0.000    0.000    0.000    0.000 /Users/francesco/.pyenv/versions/3.10.13/lib/python3.10/sre_parse.py:161(__len__)
